id,name,skill,age,gender,availability_status,rating,language,hobli
1625,Labor 625,Sprinkler Operation,22,female,part-time,3.6,Kannada,Tumkur Hobli
1626,Labor 626,Pump Maintenance,54,male,unavailable,4.8,Telugu,Sira Hobli
1627,Labor 627,Combine Harvester Operation,55,male,available,3.8,Punjabi,Madhugiri Hobli
1628,Labor 628,Power Tiller Usage,23,female,part-time,3,Hindi,Pavagada Hobli
1629,Labor 629,Thresher Operation,48,male,unavailable,1.6,Kannada,Tiptur Hobli
1630,Labor 630,Animal Husbandry,42,male,available,2.4,Telugu,Gubbi Hobli
1631,Labor 631,"Dairy Farming (Milking, Feed Management)",41,female,part-time,3.1,Punjabi,Kunigal Hobli
1632,Labor 632,"Poultry Care (Vaccination, Brooding)",47,female,unavailable,3.3,Hindi,Karwar Hobli
1633,Labor 633,Goat/Sheep Rearing,22,female,available,3.4,Kannada,Bhatkal Hobli
1634,Labor 634,Fisheries,46,female,part-time,3.9,Telugu,Kumta Hobli
1635,Labor 635,Pond Preparation,18,female,unavailable,2.2,Punjabi,Honavar Hobli
1636,Labor 636,Fish Feeding Techniques,58,female,available,4.7,Hindi,Honavar Hobli
1637,Labor 637,Net Casting/Harvesting,36,male,part-time,3.2,Kannada,Jalahalli Hobli
1638,Labor 638,Organic Farming,45,female,unavailable,4.1,Telugu,Yelahanka Hobli
1639,Labor 639,Vermicomposting,27,female,available,2.6,Punjabi,Hebbal Hobli
1640,Labor 640,Biofertilizer Application,41,male,part-time,4.5,Hindi,Hennur Hobli
1641,Labor 641,"Natural Pest Control (Neem, Cow Urine)",55,female,unavailable,1.8,Kannada,Banaswadi Hobli
1642,Labor 642,Greenhouse Management,46,female,available,3.9,Telugu,Anekal Hobli
1643,Labor 643,Polyhouse Maintenance,35,female,part-time,1.3,Punjabi,Koramangala Hobli
1644,Labor 644,Hydroponics/Aquaponics,50,female,unavailable,3.6,Hindi,Begur Hobli
1645,Labor 645,Agroforestry,40,female,available,3.8,Kannada,Banashankari Hobli
1646,Labor 646,Sapling Planting,40,female,part-time,1.1,Telugu,Nazarabad Hobli
1647,Labor 647,Timber Harvesting,44,male,unavailable,1.6,Punjabi,Bannimantap Hobli
1648,Labor 648,Beekeeping (for Pollination),47,male,available,1.7,Hindi,Hinkal Hobli
1649,Labor 649,Irrigation Technician,47,female,part-time,3.1,Kannada,T. Narasipura Hobli
1650,Labor 650,Land Leveler,57,female,unavailable,1.8,Telugu,Nanjangud Hobli
1651,Labor 651,Crop Duster Operator,60,male,available,4.5,Punjabi,Muddur Hobli
1652,Labor 652,Harvesting Laborer,30,female,part-time,1.5,Hindi,Kammalapura Hobli
1653,Labor 653,Seeder Operator,26,female,unavailable,2.6,Kannada,Savadatti Hobli
1654,Labor 654,Fertilizer Applicator,29,male,available,3.2,Telugu,Murgod Hobli
1655,Labor 655,Soil Preparation Laborer,43,male,part-time,3.7,Punjabi,Kakati Hobli
1656,Labor 656,Weeder,39,female,unavailable,1.2,Hindi,Kittur Hobli
1657,Labor 657,Farm Laborer,49,female,available,2.4,Kannada,Hukeri Hobli
1658,Labor 658,Livestock Caretaker,25,female,part-time,3.3,Telugu,Chinchkheda Hobli
1659,Labor 659,Water Carrier,35,male,unavailable,2.4,Punjabi,Gokak Hobli
1660,Labor 660,Plowing (Traditional & Tractor),54,male,available,2.8,Hindi,Kavoor Hobli
1661,Labor 661,Leveling and Soil Tillage,43,female,part-time,3.5,Kannada,Suratkal Hobli
1662,Labor 662,Composting/Manure Application,22,female,unavailable,3.4,Telugu,Bajpe Hobli
1663,Labor 663,Mulching Techniques,28,male,available,3.5,Punjabi,Mulki Hobli
1664,Labor 664,Seed Sowing (Manual & Machine),47,female,part-time,3.5,Hindi,Puttur Hobli
1665,Labor 665,"Seedling Transplantation (Paddy, Vegetables)",41,female,unavailable,3.7,Kannada,Bellare Hobli
1666,Labor 666,Nursery Management,52,female,available,2,Telugu,Kadaba Hobli
1667,Labor 667,Seed Treatment,36,male,part-time,4.7,Punjabi,Chikkamagaluru Hobli
1668,Labor 668,"Weeding (Manual, Chemical, Mechanical)",29,female,unavailable,1.1,Hindi,Mudigere Hobli
1669,Labor 669,"Fertilizer Application (DAP, Urea, Organic)",36,male,available,4.6,Kannada,Kadur Hobli
1670,Labor 670,Pest/Disease Identification & Management,34,male,part-time,4.7,Telugu,Tarikere Hobli
1671,Labor 671,"Pruning and Training (Fruit Trees, Vineyards)",18,male,unavailable,1.4,Punjabi,Koppa Hobli
1672,Labor 672,"Grain Harvesting (Wheat, Rice, Maize)",55,female,available,2.6,Hindi,N.R. Pura Hobli
1673,Labor 673,"Fruit Picking (Mango, Banana, Citrus)",19,female,part-time,4.3,Kannada,Bhadravati Hobli
1674,Labor 674,"Vegetable Harvesting (Tomato, Onion, Potato)",25,male,unavailable,2,Telugu,Tumkur Hobli
1675,Labor 675,Tea/Coffee Plucking,25,male,available,1.9,Punjabi,Sira Hobli
1676,Labor 676,Threshing (Manual & Machine),47,female,part-time,4,Hindi,Madhugiri Hobli
1677,Labor 677,Winnowing and Cleaning,35,female,unavailable,4.8,Kannada,Pavagada Hobli
1678,Labor 678,Grading and Sorting,28,male,available,1.2,Telugu,Tiptur Hobli
1679,Labor 679,"Storage (Grain Silos, Cold Storage)",23,female,part-time,2.7,Punjabi,Gubbi Hobli
1680,Labor 680,Tractor Operations,36,female,unavailable,4.5,Hindi,Kunigal Hobli
1681,Labor 681,Plowing/Harrowing,56,female,available,3.5,Kannada,Karwar Hobli
1682,Labor 682,Seeding/Planting Attachments,42,female,part-time,4.5,Telugu,Bhatkal Hobli
1683,Labor 683,Trailer Handling,44,female,unavailable,3.6,Punjabi,Kumta Hobli
1684,Labor 684,Drip Irrigation Setup,49,female,available,3.3,Hindi,Honavar Hobli
1685,Labor 685,Sprinkler Operation,41,male,part-time,3.6,Kannada,Honavar Hobli
1686,Labor 686,Pump Maintenance,20,male,unavailable,3,Telugu,Jalahalli Hobli
1687,Labor 687,Combine Harvester Operation,40,male,available,5,Punjabi,Yelahanka Hobli
1688,Labor 688,Power Tiller Usage,45,male,part-time,1.6,Hindi,Hebbal Hobli
1689,Labor 689,Thresher Operation,20,female,unavailable,1.8,Kannada,Hennur Hobli
1690,Labor 690,Animal Husbandry,33,male,available,1.4,Telugu,Banaswadi Hobli
1691,Labor 691,"Dairy Farming (Milking, Feed Management)",50,male,part-time,1.5,Punjabi,Anekal Hobli
1692,Labor 692,"Poultry Care (Vaccination, Brooding)",27,female,unavailable,4.4,Hindi,Koramangala Hobli
1693,Labor 693,Goat/Sheep Rearing,25,male,available,1.4,Kannada,Begur Hobli
1694,Labor 694,Fisheries,38,male,part-time,2.3,Telugu,Banashankari Hobli
1695,Labor 695,Pond Preparation,25,female,unavailable,3.8,Punjabi,Nazarabad Hobli
1696,Labor 696,Fish Feeding Techniques,18,female,available,2.8,Hindi,Bannimantap Hobli
1697,Labor 697,Net Casting/Harvesting,42,male,part-time,4.2,Kannada,Hinkal Hobli
1698,Labor 698,Organic Farming,37,female,unavailable,1.3,Telugu,T. Narasipura Hobli
1699,Labor 699,Vermicomposting,51,female,available,3.4,Punjabi,Nanjangud Hobli
1700,Labor 700,Biofertilizer Application,27,male,part-time,1.2,Hindi,Muddur Hobli
1701,Labor 701,"Natural Pest Control (Neem, Cow Urine)",26,female,unavailable,4.1,Kannada,Kammalapura Hobli
1702,Labor 702,Greenhouse Management,27,female,available,2.2,Telugu,Savadatti Hobli
1703,Labor 703,Polyhouse Maintenance,24,female,part-time,4,Punjabi,Murgod Hobli
1704,Labor 704,Hydroponics/Aquaponics,27,female,unavailable,2.9,Hindi,Kakati Hobli
1705,Labor 705,Agroforestry,58,male,available,3.4,Kannada,Kittur Hobli
1706,Labor 706,Sapling Planting,22,female,part-time,3.2,Telugu,Hukeri Hobli
1707,Labor 707,Timber Harvesting,36,female,unavailable,2.2,Punjabi,Chinchkheda Hobli
1708,Labor 708,Beekeeping (for Pollination),59,female,available,3.6,Hindi,Gokak Hobli
1709,Labor 709,Irrigation Technician,38,male,part-time,4.6,Kannada,Kavoor Hobli
1710,Labor 710,Land Leveler,23,female,unavailable,1.7,Telugu,Suratkal Hobli
1711,Labor 711,Crop Duster Operator,25,male,available,1.7,Punjabi,Bajpe Hobli
1712,Labor 712,Harvesting Laborer,55,female,part-time,3.7,Hindi,Mulki Hobli
1713,Labor 713,Seeder Operator,49,female,unavailable,1.4,Kannada,Puttur Hobli
1714,Labor 714,Fertilizer Applicator,42,female,available,5,Telugu,Bellare Hobli
1715,Labor 715,Soil Preparation Laborer,31,female,part-time,2.1,Punjabi,Kadaba Hobli
1716,Labor 716,Weeder,34,male,unavailable,3.4,Hindi,Chikkamagaluru Hobli
1717,Labor 717,Farm Laborer,41,female,available,4.7,Kannada,Mudigere Hobli
1718,Labor 718,Livestock Caretaker,57,female,part-time,1.2,Telugu,Kadur Hobli
1719,Labor 719,Water Carrier,60,female,unavailable,4.9,Punjabi,Tarikere Hobli
1720,Labor 720,Plowing (Traditional & Tractor),41,female,available,1.9,Hindi,Koppa Hobli
1721,Labor 721,Leveling and Soil Tillage,54,female,part-time,1.4,Kannada,N.R. Pura Hobli
1722,Labor 722,Composting/Manure Application,57,male,unavailable,3.6,Telugu,Bhadravati Hobli
1723,Labor 723,Mulching Techniques,36,male,available,4.1,Punjabi,Tumkur Hobli
1724,Labor 724,Seed Sowing (Manual & Machine),27,female,part-time,1.9,Hindi,Sira Hobli
1725,Labor 725,"Seedling Transplantation (Paddy, Vegetables)",53,male,unavailable,3.7,Kannada,Madhugiri Hobli
1726,Labor 726,Nursery Management,21,male,available,2.9,Telugu,Pavagada Hobli
1727,Labor 727,Seed Treatment,35,female,part-time,3.7,Punjabi,Tiptur Hobli
1728,Labor 728,"Weeding (Manual, Chemical, Mechanical)",44,male,unavailable,2.6,Hindi,Gubbi Hobli
1729,Labor 729,"Fertilizer Application (DAP, Urea, Organic)",55,male,available,2.3,Kannada,Kunigal Hobli
1730,Labor 730,Pest/Disease Identification & Management,21,male,part-time,3.9,Telugu,Karwar Hobli
1731,Labor 731,"Pruning and Training (Fruit Trees, Vineyards)",35,female,unavailable,2.7,Punjabi,Bhatkal Hobli
1732,Labor 732,"Grain Harvesting (Wheat, Rice, Maize)",32,male,available,1,Hindi,Kumta Hobli
1733,Labor 733,"Fruit Picking (Mango, Banana, Citrus)",54,male,part-time,2.4,Kannada,Honavar Hobli
1734,Labor 734,"Vegetable Harvesting (Tomato, Onion, Potato)",25,female,unavailable,3.9,Telugu,Honavar Hobli
1735,Labor 735,Tea/Coffee Plucking,20,male,available,2.6,Punjabi,Jalahalli Hobli
1736,Labor 736,Threshing (Manual & Machine),45,female,part-time,4.9,Hindi,Yelahanka Hobli
1737,Labor 737,Winnowing and Cleaning,57,female,unavailable,4.5,Kannada,Hebbal Hobli
1738,Labor 738,Grading and Sorting,24,male,available,1.6,Telugu,Hennur Hobli
1739,Labor 739,"Storage (Grain Silos, Cold Storage)",35,female,part-time,4.5,Punjabi,Banaswadi Hobli
1740,Labor 740,Tractor Operations,40,male,unavailable,2.7,Hindi,Anekal Hobli
1741,Labor 741,Plowing/Harrowing,21,male,available,3.6,Kannada,Koramangala Hobli
1742,Labor 742,Seeding/Planting Attachments,46,male,part-time,1.3,Telugu,Begur Hobli
1743,Labor 743,Trailer Handling,23,male,unavailable,3.4,Punjabi,Banashankari Hobli
1744,Labor 744,Drip Irrigation Setup,53,male,available,2.1,Hindi,Nazarabad Hobli
1745,Labor 745,Sprinkler Operation,33,female,part-time,3,Kannada,Bannimantap Hobli
1746,Labor 746,Pump Maintenance,50,male,unavailable,1.8,Telugu,Hinkal Hobli
1747,Labor 747,Combine Harvester Operation,25,male,available,3,Punjabi,T. Narasipura Hobli
1748,Labor 748,Power Tiller Usage,54,female,part-time,2.2,Hindi,Nanjangud Hobli
1749,Labor 749,Thresher Operation,24,female,unavailable,1.2,Kannada,Muddur Hobli
1750,Labor 750,Animal Husbandry,41,female,available,2.4,Telugu,Kammalapura Hobli
1751,Labor 751,"Dairy Farming (Milking, Feed Management)",59,female,part-time,4.1,Punjabi,Savadatti Hobli
1752,Labor 752,"Poultry Care (Vaccination, Brooding)",45,female,unavailable,3,Hindi,Murgod Hobli
1753,Labor 753,Goat/Sheep Rearing,55,female,available,2.8,Kannada,Kakati Hobli
1754,Labor 754,Fisheries,52,female,part-time,1.1,Telugu,Kittur Hobli
1755,Labor 755,Pond Preparation,22,male,unavailable,3.9,Punjabi,Hukeri Hobli
1756,Labor 756,Fish Feeding Techniques,34,female,available,3.8,Hindi,Chinchkheda Hobli
1757,Labor 757,Net Casting/Harvesting,23,female,part-time,3.5,Kannada,Gokak Hobli
1758,Labor 758,Organic Farming,32,female,unavailable,4.5,Telugu,Kavoor Hobli
1759,Labor 759,Vermicomposting,19,female,available,3.3,Punjabi,Suratkal Hobli
1760,Labor 760,Biofertilizer Application,31,female,part-time,1.4,Hindi,Bajpe Hobli
1761,Labor 761,"Natural Pest Control (Neem, Cow Urine)",21,male,unavailable,1.9,Kannada,Mulki Hobli
1762,Labor 762,Greenhouse Management,54,female,available,2.6,Telugu,Puttur Hobli
1763,Labor 763,Polyhouse Maintenance,26,female,part-time,3,Punjabi,Bellare Hobli
1764,Labor 764,Hydroponics/Aquaponics,18,female,unavailable,4.9,Hindi,Kadaba Hobli
1765,Labor 765,Agroforestry,19,male,available,1.3,Kannada,Chikkamagaluru Hobli
1766,Labor 766,Sapling Planting,49,male,part-time,3.8,Telugu,Mudigere Hobli
1767,Labor 767,Timber Harvesting,36,female,unavailable,3.3,Punjabi,Kadur Hobli
1768,Labor 768,Beekeeping (for Pollination),57,female,available,4.7,Hindi,Tarikere Hobli
1769,Labor 769,Irrigation Technician,50,male,part-time,4.1,Kannada,Koppa Hobli
1770,Labor 770,Land Leveler,55,male,unavailable,3.1,Telugu,N.R. Pura Hobli
1771,Labor 771,Crop Duster Operator,40,male,available,4.6,Punjabi,Bhadravati Hobli
1772,Labor 772,Harvesting Laborer,26,male,part-time,4.9,Hindi,Tumkur Hobli
1773,Labor 773,Seeder Operator,55,male,unavailable,3.9,Kannada,Sira Hobli
1774,Labor 774,Fertilizer Applicator,28,male,available,2.3,Telugu,Madhugiri Hobli
1775,Labor 775,Soil Preparation Laborer,42,female,part-time,3.6,Punjabi,Pavagada Hobli
1776,Labor 776,Weeder,46,male,unavailable,4.9,Hindi,Tiptur Hobli
1777,Labor 777,Farm Laborer,44,male,available,2.2,Kannada,Gubbi Hobli
1778,Labor 778,Livestock Caretaker,53,male,part-time,3.7,Telugu,Kunigal Hobli
1779,Labor 779,Water Carrier,46,male,unavailable,2.9,Punjabi,Karwar Hobli
1780,Labor 780,Plowing (Traditional & Tractor),39,male,available,1.1,Hindi,Bhatkal Hobli
1781,Labor 781,Leveling and Soil Tillage,54,male,part-time,1.1,Kannada,Kumta Hobli
1782,Labor 782,Composting/Manure Application,50,female,unavailable,2.6,Telugu,Honavar Hobli
1783,Labor 783,Mulching Techniques,53,female,available,4.4,Punjabi,Honavar Hobli
1784,Labor 784,Seed Sowing (Manual & Machine),47,female,part-time,2.7,Hindi,Jalahalli Hobli
1785,Labor 785,"Seedling Transplantation (Paddy, Vegetables)",38,male,unavailable,4.5,Kannada,Yelahanka Hobli
1786,Labor 786,Nursery Management,25,male,available,4.1,Telugu,Hebbal Hobli
1787,Labor 787,Seed Treatment,23,male,part-time,1.6,Punjabi,Hennur Hobli
1788,Labor 788,"Weeding (Manual, Chemical, Mechanical)",54,female,unavailable,2.4,Hindi,Banaswadi Hobli
1789,Labor 789,"Fertilizer Application (DAP, Urea, Organic)",37,male,available,3.8,Kannada,Anekal Hobli
1790,Labor 790,Pest/Disease Identification & Management,55,male,part-time,4.1,Telugu,Koramangala Hobli
1791,Labor 791,"Pruning and Training (Fruit Trees, Vineyards)",20,female,unavailable,2.6,Punjabi,Begur Hobli
1792,Labor 792,"Grain Harvesting (Wheat, Rice, Maize)",30,male,available,2.7,Hindi,Banashankari Hobli
1793,Labor 793,"Fruit Picking (Mango, Banana, Citrus)",31,male,part-time,3,Kannada,Nazarabad Hobli
1794,Labor 794,"Vegetable Harvesting (Tomato, Onion, Potato)",46,female,unavailable,1.7,Telugu,Bannimantap Hobli
1795,Labor 795,Tea/Coffee Plucking,33,male,available,2.2,Punjabi,Hinkal Hobli
1796,Labor 796,Threshing (Manual & Machine),47,male,part-time,2.5,Hindi,T. Narasipura Hobli
1797,Labor 797,Winnowing and Cleaning,38,male,unavailable,3.3,Kannada,Nanjangud Hobli
1798,Labor 798,Grading and Sorting,27,male,available,3.6,Telugu,Muddur Hobli
1799,Labor 799,"Storage (Grain Silos, Cold Storage)",52,male,part-time,1.5,Punjabi,Kammalapura Hobli
1800,Labor 800,Tractor Operations,29,male,unavailable,1.8,Hindi,Savadatti Hobli
1801,Labor 801,Plowing/Harrowing,59,male,available,2.3,Kannada,Murgod Hobli
1802,Labor 802,Seeding/Planting Attachments,58,female,part-time,4,Telugu,Kakati Hobli
1803,Labor 803,Trailer Handling,43,female,unavailable,4.7,Punjabi,Kittur Hobli
1804,Labor 804,Drip Irrigation Setup,36,male,available,3.4,Hindi,Hukeri Hobli
1805,Labor 805,Sprinkler Operation,53,male,part-time,2.1,Kannada,Chinchkheda Hobli
1806,Labor 806,Pump Maintenance,30,female,unavailable,2.1,Telugu,Gokak Hobli
1807,Labor 807,Combine Harvester Operation,38,female,available,2.9,Punjabi,Kavoor Hobli
1808,Labor 808,Power Tiller Usage,45,female,part-time,4.5,Hindi,Suratkal Hobli
1809,Labor 809,Thresher Operation,21,female,unavailable,3.4,Kannada,Bajpe Hobli
1810,Labor 810,Animal Husbandry,48,female,available,3,Telugu,Mulki Hobli
1811,Labor 811,"Dairy Farming (Milking, Feed Management)",30,female,part-time,1,Punjabi,Puttur Hobli
1812,Labor 812,"Poultry Care (Vaccination, Brooding)",23,female,unavailable,3,Hindi,Bellare Hobli
1813,Labor 813,Goat/Sheep Rearing,50,male,available,2,Kannada,Kadaba Hobli
1814,Labor 814,Fisheries,33,male,part-time,4.8,Telugu,Chikkamagaluru Hobli
1815,Labor 815,Pond Preparation,50,female,unavailable,2.3,Punjabi,Mudigere Hobli
1816,Labor 816,Fish Feeding Techniques,55,male,available,1.7,Hindi,Kadur Hobli
1817,Labor 817,Net Casting/Harvesting,55,female,part-time,1.9,Kannada,Tarikere Hobli
1818,Labor 818,Organic Farming,54,female,unavailable,2.7,Telugu,Koppa Hobli
1819,Labor 819,Vermicomposting,31,male,available,3.2,Punjabi,N.R. Pura Hobli
1820,Labor 820,Biofertilizer Application,56,female,part-time,2.6,Hindi,Bhadravati Hobli
1821,Labor 821,"Natural Pest Control (Neem, Cow Urine)",39,male,unavailable,2.3,Kannada,Tumkur Hobli
1822,Labor 822,Greenhouse Management,38,male,available,4.5,Telugu,Sira Hobli
1823,Labor 823,Polyhouse Maintenance,60,male,part-time,4.1,Punjabi,Madhugiri Hobli
1824,Labor 824,Hydroponics/Aquaponics,52,female,unavailable,1.7,Hindi,Pavagada Hobli
1825,Labor 825,Agroforestry,49,male,available,3.5,Kannada,Tiptur Hobli
1826,Labor 826,Sapling Planting,44,male,part-time,2.2,Telugu,Gubbi Hobli
1827,Labor 827,Timber Harvesting,51,female,unavailable,3.6,Punjabi,Kunigal Hobli
1828,Labor 828,Beekeeping (for Pollination),27,male,available,2.3,Hindi,Karwar Hobli
1829,Labor 829,Irrigation Technician,21,male,part-time,3.2,Kannada,Bhatkal Hobli
1830,Labor 830,Land Leveler,46,female,unavailable,2.4,Telugu,Kumta Hobli
1831,Labor 831,Crop Duster Operator,49,female,available,1.1,Punjabi,Honavar Hobli
1832,Labor 832,Harvesting Laborer,25,female,part-time,2.7,Hindi,Honavar Hobli
1833,Labor 833,Seeder Operator,49,male,unavailable,4.4,Kannada,Jalahalli Hobli
1834,Labor 834,Fertilizer Applicator,60,male,available,5,Telugu,Yelahanka Hobli
1835,Labor 835,Soil Preparation Laborer,53,male,part-time,1.7,Punjabi,Hebbal Hobli
1836,Labor 836,Weeder,37,female,unavailable,3.1,Hindi,Hennur Hobli
1837,Labor 837,Farm Laborer,30,female,available,2.7,Kannada,Banaswadi Hobli
1838,Labor 838,Livestock Caretaker,42,female,part-time,1.2,Telugu,Anekal Hobli
1839,Labor 839,Water Carrier,45,male,unavailable,1.6,Punjabi,Koramangala Hobli
1840,Labor 840,Plowing (Traditional & Tractor),50,male,available,1.9,Hindi,Begur Hobli
1841,Labor 841,Leveling and Soil Tillage,29,female,part-time,2.7,Kannada,Banashankari Hobli
1842,Labor 842,Composting/Manure Application,24,male,unavailable,4.9,Telugu,Nazarabad Hobli
1843,Labor 843,Mulching Techniques,34,female,available,4.2,Punjabi,Bannimantap Hobli
1844,Labor 844,Seed Sowing (Manual & Machine),60,female,part-time,1.4,Hindi,Hinkal Hobli
1845,Labor 845,"Seedling Transplantation (Paddy, Vegetables)",47,male,unavailable,2.9,Kannada,T. Narasipura Hobli
1846,Labor 846,Nursery Management,19,female,available,4.6,Telugu,Nanjangud Hobli
1847,Labor 847,Seed Treatment,20,female,part-time,4.3,Punjabi,Muddur Hobli
1848,Labor 848,"Weeding (Manual, Chemical, Mechanical)",30,female,unavailable,1.5,Hindi,Kammalapura Hobli
1849,Labor 849,"Fertilizer Application (DAP, Urea, Organic)",45,female,available,1.1,Kannada,Savadatti Hobli
1850,Labor 850,Pest/Disease Identification & Management,51,female,part-time,4,Telugu,Murgod Hobli
1851,Labor 851,"Pruning and Training (Fruit Trees, Vineyards)",33,male,unavailable,2.1,Punjabi,Kakati Hobli
1852,Labor 852,"Grain Harvesting (Wheat, Rice, Maize)",59,female,available,1,Hindi,Kittur Hobli
1853,Labor 853,"Fruit Picking (Mango, Banana, Citrus)",23,female,part-time,3.6,Kannada,Hukeri Hobli
1854,Labor 854,"Vegetable Harvesting (Tomato, Onion, Potato)",35,male,unavailable,1.4,Telugu,Chinchkheda Hobli
1855,Labor 855,Tea/Coffee Plucking,30,male,available,4.8,Punjabi,Gokak Hobli
1856,Labor 856,Threshing (Manual & Machine),29,male,part-time,2.7,Hindi,Kavoor Hobli
1857,Labor 857,Winnowing and Cleaning,50,female,unavailable,2.9,Kannada,Suratkal Hobli
